cantidad_animales,peso_promedio_entrada,precio_compra_kg,costo_adquisicion_total,costo_combustible_viaje,costo_peajes_lavado,costo_flete_estimado,mantenimiento_camion_prorrateado,costo_fijo_diario_lote,factor_ocupacion_granja,tasa_consumo_energia_agua,costo_mano_obra_asignada,duracion_estadia_dias,costo_alimentacion_total,costo_sanitario_total,merma_peso_transporte,peso_salida_esperado,mes_adquisicion,dia_semana_llegada,es_feriado_proximo,dias_para_festividad,costo_operativo_por_cabeza,ratio_alimento_precio_compra,indicador_eficiencia_estadia,precio_venta_kg
87,90.53,19.75,155587.21,100.39,290.77,1851.85,18.29,1425.0,0.691,6.93,89.67,3,302.87,1047.78,66.49,8138.34,10,5,0,999,42.16,0.0019,30.18,21.62
70,113.51,21.17,168202.32,95.57,208.27,1697.4,20.83,950.0,0.835,6.53,84.55,2,224.37,433.74,48.84,8098.37,2,6,0,999,42.16,0.0013,56.75,23.71
81,97.95,18.61,147685.8,49.19,244.63,1627.96,17.44,1425.0,0.559,6.44,83.31,3,400.36,572.56,58.8,8096.53,3,2,0,999,41.32,0.0027,32.65,21.45
75,99.46,23.05,171938.33,52.87,177.72,1669.12,16.76,475.0,0.6,5.73,74.13,1,95.75,966.57,47.5,7488.56,8,6,0,999,31.66,0.0006,99.46,25.68
82,83.29,19.55,133533.14,55.91,224.66,1718.26,16.95,475.0,0.805,5.69,73.62,1,146.03,1172.26,41.56,6892.26,9,2,0,999,30.17,0.0011,83.29,22.66
78,92.27,19.35,139287.15,55.86,240.76,1723.09,18.29,950.0,0.457,6.21,80.39,2,229.88,761.66,59.83,7352.88,10,3,0,999,38.07,0.0017,46.13,22.33
45,99.22,20.2,90211.71,99.79,237.86,1641.63,16.76,950.0,0.758,3.44,44.48,2,153.57,581.4,33.78,4544.31,8,6,0,999,65.1,0.0017,49.61,23.89
37,89.3,24.32,80347.83,101.76,280.57,1489.88,20.83,475.0,0.366,3.45,44.69,1,60.67,303.18,26.43,3322.72,2,0,1,0,63.44,0.0008,89.3,29.4
97,104.76,23.58,239575.55,96.57,174.83,2613.57,16.95,1425.0,0.651,6.73,87.09,3,422.17,1167.14,72.32,10340.1,9,4,0,999,44.43,0.0018,34.92,26.23
48,87.88,24.63,103885.99,102.3,202.29,1976.81,17.44,475.0,0.32,3.65,47.18,1,62.05,507.47,36.4,4234.74,6,5,0,999,57.43,0.0006,87.88,28.35
70,95.21,22.56,150379.07,79.04,261.71,1744.12,17.05,950.0,0.898,5.04,65.29,2,168.6,940.25,47.12,6816.75,4,2,0,999,43.36,0.0011,47.6,26.5
31,92.81,22.64,65140.18,75.41,198.79,1335.12,21.13,475.0,0.805,2.77,35.79,1,54.12,395.53,12.41,2897.4,5,0,0,999,67.24,0.0008,92.81,25.14
57,98.81,21.36,120309.93,103.52,188.96,1714.98,18.29,475.0,0.449,4.54,58.75,1,93.59,446.96,32.45,5660.78,10,4,0,999,43.55,0.0008,98.81,23.59
68,92.38,24.34,152870.28,107.44,272.5,1821.39,17.44,475.0,0.39,5.4,69.94,1,87.1,441.63,41.34,6311.65,3,4,0,999,39.36,0.0006,92.38,28.01
79,95.33,21.58,162496.28,72.81,170.86,1625.64,18.87,950.0,0.685,6.49,84.05,2,310.8,1033.05,54.25,7643.57,7,4,0,999,35.69,0.0019,47.67,25.43
68,95.61,20.49,133186.89,98.31,285.13,2244.79,17.34,1425.0,0.84,5.03,65.04,3,369.31,362.3,37.24,6685.31,1,5,0,999,59.61,0.0028,31.87,24.81
50,91.62,22.48,102998.41,74.98,288.88,929.66,16.95,475.0,0.492,3.47,44.89,1,56.34,589.52,27.82,4620.49,9,1,0,999,35.37,0.0005,91.62,26.69
116,101.38,21.82,256641.85,74.09,150.56,2350.07,20.83,1425.0,0.876,10.83,140.11,3,404.57,1132.06,92.54,12056.88,2,1,0,999,34.48,0.0016,33.79,25.59
66,99.41,18.87,123791.39,97.46,292.69,1444.48,17.75,950.0,0.574,5.09,65.9,2,203.81,379.7,34.72,6687.84,12,2,0,999,42.19,0.0016,49.7,22.65
99,96.79,20.75,198824.26,79.31,261.23,1537.58,17.34,1425.0,0.565,7.83,101.35,3,327.41,1176.68,36.14,9875.76,11,2,0,999,33.36,0.0016,32.26,22.6
91,94.06,20.19,172836.82,96.6,196.08,1830.4,17.34,950.0,0.503,7.2,93.16,2,357.51,894.42,59.59,8756.46,11,0,0,999,33.77,0.0021,47.03,21.92
71,103.87,23.93,176466.29,80.48,271.06,1480.14,21.13,950.0,0.462,6.33,81.97,2,232.6,965.67,34.17,7472.13,5,4,0,999,39.18,0.0013,51.94,25.61
108,95.61,20.65,213256.44,55.21,189.81,2204.55,18.29,950.0,0.5,8.6,111.31,2,230.29,765.32,45.82,10471.8,10,1,0,999,31.48,0.0011,47.81,22.87
24,95.05,23.75,54178.48,55.49,184.57,713.6,20.83,1425.0,0.403,2.24,28.99,3,103.93,120.55,14.74,2344.52,2,3,0,999,99.11,0.0019,31.68,26.31
112,98.34,21.1,232355.18,79.67,203.98,1735.65,17.05,950.0,0.526,8.07,104.46,2,273.72,706.15,87.04,11258.73,4,3,0,999,26.51,0.0012,49.17,23.62
104,111.07,23.27,268856.83,74.85,272.12,2364.86,20.83,1425.0,0.473,9.71,125.62,3,465.02,800.39,47.47,11906.53,2,2,0,999,39.78,0.0017,37.02,26.68
65,86.78,18.95,106870.68,73.69,201.86,1396.14,17.34,950.0,0.334,4.8,62.17,2,162.11,748.96,31.6,5769.0,1,1,1,2,40.33,0.0015,43.39,22.02
91,103.66,24.47,230848.5,98.36,168.48,1598.83,21.13,475.0,0.517,8.12,105.06,1,166.69,785.01,48.48,9482.14,5,3,0,999,25.72,0.0007,103.66,27.32
67,82.35,21.36,117880.98,55.73,158.14,1754.54,18.87,475.0,0.323,5.51,71.28,1,115.31,414.23,43.15,5542.06,7,2,0,999,36.47,0.001,82.35,25.57
39,99.24,19.82,76703.67,55.74,186.93,894.33,17.34,950.0,0.408,3.09,39.93,2,148.71,577.81,19.42,3965.5,11,2,0,999,53.51,0.0019,49.62,21.96
98,110.1,19.69,212457.05,100.39,189.63,1640.07,17.34,475.0,0.734,7.24,93.73,1,117.4,596.06,50.23,10847.32,1,1,0,999,24.54,0.0006,110.1,22.3
37,101.41,19.86,74500.89,76.19,211.0,1202.79,21.13,475.0,0.315,3.3,42.72,1,51.26,316.39,24.07,3776.1,5,4,1,6,53.11,0.0007,101.41,22.05
44,98.87,20.57,89467.99,78.1,200.06,1509.34,16.95,950.0,0.486,3.05,39.5,2,158.88,605.71,34.87,4435.51,9,4,0,999,62.22,0.0018,49.43,24.46
67,93.02,23.02,143479.35,51.04,196.35,1332.18,17.44,475.0,0.71,5.32,68.91,1,92.05,772.25,30.7,6285.83,3,6,0,999,30.67,0.0006,93.02,26.87
102,97.75,24.65,245741.04,82.99,160.23,2351.69,16.95,1425.0,0.312,7.08,91.58,3,422.0,836.19,60.45,10204.51,9,5,0,999,39.41,0.0017,32.58,26.65
52,95.48,22.68,112625.61,75.1,207.47,1255.82,18.87,1425.0,0.742,4.28,55.32,3,309.82,764.58,36.25,5085.14,7,1,0,999,56.99,0.0028,31.83,26.32
64,91.21,21.83,127435.33,76.64,258.8,2114.13,18.87,1425.0,0.348,5.26,68.09,3,340.01,640.7,25.99,5968.28,7,5,0,999,60.54,0.0027,30.4,25.75
14,95.18,21.14,28170.01,52.01,250.57,862.57,20.83,950.0,0.333,1.31,16.91,2,52.1,71.14,9.93,1364.01,2,6,1,0,151.08,0.0018,47.59,25.35
22,99.09,23.8,51876.23,74.1,257.28,895.71,17.44,475.0,0.417,1.75,22.63,1,30.95,111.36,10.5,2199.86,3,1,0,999,77.37,0.0006,99.09,27.97
16,91.36,23.95,35006.51,76.78,202.69,1080.5,17.34,1425.0,0.816,1.27,16.38,3,76.12,230.56,5.69,1508.08,11,1,0,999,174.06,0.0022,30.45,28.53
17,91.05,20.05,31036.26,55.0,185.16,890.55,17.34,950.0,0.328,1.34,17.4,2,49.32,132.8,5.31,1590.97,11,0,0,999,122.39,0.0016,45.52,23.03
106,86.62,24.67,226544.13,49.98,267.39,1703.78,17.44,950.0,0.359,8.05,104.19,2,307.46,1390.79,33.55,9340.37,6,0,1,6,28.03,0.0014,43.31,27.55
103,100.63,20.77,215226.33,103.14,274.43,2492.49,16.76,950.0,0.867,7.87,101.81,2,232.31,559.87,71.98,10463.34,8,3,1,0,37.09,0.0011,50.31,23.79
101,101.86,23.6,242805.28,100.73,298.1,2183.2,18.87,475.0,0.666,8.3,107.46,1,186.06,653.39,64.38,10314.1,7,4,0,999,30.27,0.0008,101.86,27.84
16,99.35,24.77,39372.1,74.57,227.68,953.59,18.87,950.0,0.641,1.32,17.02,2,44.5,217.08,11.15,1623.89,7,1,0,999,137.87,0.0011,49.68,29.63
18,105.22,22.93,43420.74,95.37,268.22,802.75,16.95,950.0,0.324,1.25,16.16,2,56.95,268.94,12.18,1914.65,9,3,0,999,117.57,0.0013,52.61,26.4
41,98.2,19.13,77026.96,98.92,293.04,1655.57,18.87,1425.0,0.536,3.37,43.62,3,228.42,226.29,20.11,4110.48,7,0,0,999,84.7,0.003,32.73,22.67
72,100.64,22.1,160153.58,49.43,237.4,1226.29,20.83,950.0,0.645,6.72,86.97,2,255.38,480.7,55.19,7324.51,2,6,1,0,34.21,0.0016,50.32,24.81
47,99.93,18.83,88446.43,76.72,217.34,1306.93,17.34,1425.0,0.619,3.47,44.95,3,168.95,574.77,34.73,4815.78,1,5,0,999,64.38,0.0019,33.31,21.9
64,96.77,23.52,145687.19,106.22,242.9,2089.7,17.34,1425.0,0.612,5.06,65.52,3,310.75,658.88,30.35,6383.1,11,5,0,999,60.37,0.0021,32.26,26.14
29,93.25,19.97,54003.71,54.04,200.52,821.18,16.95,475.0,0.367,2.01,26.04,1,43.38,262.73,19.91,2712.43,9,0,0,999,53.47,0.0008,93.25,24.07
91,115.0,22.87,239297.96,108.08,266.19,2179.69,17.44,475.0,0.893,7.23,93.6,1,114.67,631.97,64.59,10524.53,3,5,0,999,33.29,0.0005,115.0,27.06
44,93.88,24.37,100672.95,51.99,186.68,1230.18,17.34,950.0,0.721,3.25,42.08,2,91.6,635.99,23.95,4236.49,1,4,0,999,54.97,0.0009,46.94,28.11
17,92.17,19.27,30190.35,53.95,170.19,663.51,17.44,1425.0,0.444,1.35,17.48,3,83.12,114.29,6.12,1612.0,3,6,0,999,136.04,0.0028,30.72,22.87
92,100.97,20.75,192755.74,79.72,270.19,1742.72,18.87,950.0,0.881,7.56,97.88,2,327.49,704.03,42.97,9513.59,7,4,1,6,33.07,0.0017,50.49,24.38
110,99.51,22.53,246625.77,75.06,230.74,2425.08,16.76,475.0,0.48,8.4,108.72,1,213.59,906.73,87.38,11010.23,8,6,1,4,29.14,0.0009,99.51,26.13
11,86.26,20.94,19867.24,51.13,239.52,728.01,17.44,950.0,0.378,0.87,11.31,2,29.81,70.24,7.24,972.89,3,1,0,999,178.97,0.0015,43.13,24.51
58,106.48,19.22,118724.29,52.71,173.73,1115.28,17.44,1425.0,0.835,4.61,59.65,3,243.46,601.02,39.87,6282.53,3,4,0,999,47.7,0.0021,35.49,21.79
101,96.75,18.2,177873.52,81.09,235.8,1862.15,17.44,475.0,0.391,8.03,103.88,1,117.46,849.74,76.35,9834.81,3,1,0,999,26.28,0.0007,96.75,20.71
88,88.61,20.85,162556.58,52.23,299.44,1775.82,17.44,950.0,0.336,6.68,86.5,2,349.29,974.91,35.32,7975.57,6,3,0,999,34.97,0.0021,44.31,22.43
105,107.01,22.54,253311.36,98.3,179.48,1630.8,17.44,950.0,0.677,8.35,107.99,2,388.41,911.25,82.34,11327.36,3,4,1,7,27.22,0.0015,53.51,25.73
56,102.51,22.02,126389.35,108.71,220.1,1400.03,17.44,950.0,0.458,4.25,55.04,2,219.25,345.2,31.31,5857.68,6,1,1,5,47.84,0.0017,51.25,24.38
51,87.38,19.09,85092.3,49.81,262.5,864.77,17.34,475.0,0.391,3.77,48.78,1,76.26,700.02,34.29,4471.71,1,1,0,999,32.39,0.0009,87.38,23.27
88,111.72,21.15,207976.26,82.74,272.8,1918.34,17.75,1425.0,0.361,6.79,87.87,3,319.38,888.49,40.4,10149.24,12,1,0,999,42.03,0.0015,37.24,24.23
27,102.77,20.59,57122.86,54.66,277.31,923.82,17.34,1425.0,0.375,2.14,27.64,3,127.43,221.9,12.55,2862.55,11,6,0,999,99.29,0.0022,34.26,24.24
36,97.42,19.92,69858.66,81.52,218.6,1241.98,21.13,950.0,0.876,3.21,41.56,2,98.79,185.89,17.27,3572.2,5,0,0,999,69.23,0.0014,48.71,22.11
76,110.22,23.1,193546.34,106.01,158.24,2191.3,18.29,950.0,0.702,6.05,78.33,2,204.88,834.36,36.03,8464.91,10,2,0,999,44.81,0.0011,55.11,27.06
84,98.77,20.17,167331.25,50.46,303.72,1748.8,18.87,950.0,0.805,6.91,89.37,2,181.84,1077.3,27.83,8508.25,7,2,0,999,36.35,0.0011,49.39,22.02
23,97.28,21.78,48731.33,53.43,287.91,1116.73,17.34,475.0,0.671,1.7,22.0,1,24.68,264.51,10.46,2247.65,1,0,0,999,84.05,0.0005,97.28,26.31
66,92.22,24.46,148888.01,54.3,295.41,1065.62,17.05,475.0,0.626,4.76,61.56,1,91.0,849.89,41.16,6136.33,4,1,0,999,28.64,0.0006,92.22,27.68
50,102.15,21.77,111220.69,105.34,193.02,1116.9,17.34,1425.0,0.43,3.7,47.82,3,288.93,327.49,37.55,5262.45,1,2,1,1,56.81,0.0026,34.05,25.83
65,101.31,22.32,146979.12,50.9,225.87,1294.27,16.95,475.0,0.88,4.51,58.36,1,112.0,956.61,20.85,6619.64,9,2,0,999,31.48,0.0008,101.31,26.07
116,97.62,18.51,209631.09,74.68,149.42,1962.97,18.29,1425.0,0.793,9.24,119.55,3,612.67,825.15,35.76,11698.34,10,1,0,999,31.14,0.0029,32.54,20.84
18,91.18,19.25,31588.88,76.21,264.34,805.16,16.76,950.0,0.616,1.37,17.79,2,44.43,138.02,10.73,1683.55,8,4,0,999,116.43,0.0014,45.59,22.5
120,98.54,18.71,221201.23,52.36,273.38,2066.66,17.34,950.0,0.363,8.87,114.77,2,416.29,1214.8,77.98,12093.78,1,5,0,999,27.85,0.0019,49.27,21.95
59,96.94,23.35,133572.72,53.02,153.66,1497.92,17.44,475.0,0.756,4.69,60.68,1,82.97,298.07,35.64,5737.15,3,5,1,6,36.94,0.0006,96.94,27.3
95,86.83,23.85,196752.01,54.86,157.71,1424.54,17.44,1425.0,0.499,7.22,93.38,3,301.93,895.33,74.72,8436.89,6,6,1,0,32.23,0.0015,28.94,26.86
57,85.73,19.31,94331.97,105.66,223.72,1204.95,20.83,950.0,0.425,5.32,68.85,2,159.01,396.56,23.62,4966.19,2,6,0,999,43.58,0.0017,42.86,22.67
44,102.02,19.53,87690.89,104.4,241.94,1591.48,20.83,1425.0,0.743,4.11,53.15,3,149.33,549.57,23.79,4640.62,2,0,1,5,76.43,0.0017,34.01,23.04
95,80.0,20.26,153994.63,98.78,225.24,1419.25,17.05,1425.0,0.802,6.85,88.6,3,528.3,1194.87,72.01,7788.07,4,2,0,999,33.35,0.0034,26.67,23.54
86,99.14,22.14,188751.83,52.35,187.66,1298.8,16.76,475.0,0.668,6.57,85.0,1,158.27,959.53,52.35,8546.66,8,1,1,2,23.42,0.0008,99.14,25.33
25,93.68,22.35,52347.12,76.29,282.26,813.58,20.83,1425.0,0.344,2.33,30.2,3,96.56,230.42,14.71,2407.66,2,0,0,999,103.89,0.0018,31.23,26.74
88,107.97,22.81,216692.07,75.24,245.78,1983.12,17.75,950.0,0.66,6.79,87.87,2,283.7,713.01,67.45,9693.48,12,3,1,0,36.98,0.0013,53.98,26.97
93,93.55,24.34,211734.99,95.34,242.97,2161.63,17.44,475.0,0.851,7.06,91.41,1,126.83,1234.54,43.66,8751.17,6,2,1,4,31.99,0.0006,93.55,27.08
53,102.78,20.07,109298.02,51.38,234.34,1104.57,17.44,950.0,0.711,4.21,54.51,2,122.35,533.76,20.07,5565.59,3,2,0,999,44.16,0.0011,51.39,23.79
112,94.32,22.61,238874.17,98.68,278.64,2199.11,17.34,950.0,0.459,8.28,107.12,2,369.47,1116.04,40.84,10725.3,1,3,0,999,31.49,0.0015,47.16,26.14
81,98.41,21.92,174713.43,53.0,291.59,1196.25,17.75,950.0,0.687,6.25,80.88,2,285.14,496.88,57.59,8113.66,12,2,0,999,30.75,0.0016,49.2,25.16
47,103.39,20.14,97875.53,73.45,196.29,1262.59,16.76,475.0,0.449,3.59,46.46,1,83.41,337.64,34.24,4882.03,8,3,1,0,42.71,0.0009,103.39,23.18
11,93.8,24.35,25126.18,98.88,276.49,1206.13,17.34,1425.0,0.824,0.87,11.26,3,37.92,94.65,4.59,1074.5,11,3,0,999,273.32,0.0015,31.27,31.0
84,105.47,18.67,165396.0,49.31,212.88,1495.58,18.29,475.0,0.807,6.69,86.57,1,127.06,1007.04,44.4,8924.62,10,6,0,999,26.58,0.0008,105.47,21.23
33,89.55,22.98,67921.51,53.49,217.53,784.03,17.75,950.0,0.641,2.55,32.95,2,67.58,443.94,19.55,2993.99,12,5,1,5,60.76,0.001,44.78,28.19
93,99.86,23.1,214476.88,102.93,279.92,1939.36,17.34,1425.0,0.381,7.36,95.21,3,304.16,1388.36,34.37,9554.57,11,5,0,999,40.29,0.0014,33.29,24.97
68,104.88,24.41,174070.71,51.36,281.05,1501.62,18.29,475.0,0.54,5.42,70.08,1,73.51,630.65,49.26,7137.08,10,2,0,999,33.96,0.0004,104.88,27.24
61,102.78,21.63,135611.81,97.2,229.45,2106.02,17.34,950.0,0.372,4.83,62.45,2,128.98,581.45,31.08,6356.7,11,5,0,999,55.45,0.001,51.39,23.87
28,112.83,20.25,63979.78,82.76,248.05,1434.19,17.34,950.0,0.759,2.21,28.66,2,74.69,354.5,20.49,3221.67,11,0,0,999,96.96,0.0012,56.42,24.2
88,91.39,23.79,191365.65,78.88,205.04,2093.47,17.05,1425.0,0.708,6.34,82.08,3,358.43,722.68,59.84,8278.12,4,5,0,999,43.21,0.0019,30.46,25.86
28,86.47,23.4,56642.57,104.44,218.94,1505.94,16.76,1425.0,0.455,2.14,27.68,3,142.62,291.35,12.53,2526.75,8,3,1,0,116.23,0.0025,28.82,28.71
56,89.55,21.5,107823.64,102.43,228.32,1689.5,17.75,1425.0,0.813,4.32,55.92,3,223.42,659.13,36.86,5114.86,12,5,1,5,61.52,0.0021,29.85,26.01
102,102.78,23.38,245061.67,54.65,226.1,1210.18,17.34,950.0,0.755,8.07,104.42,2,232.64,750.97,68.38,10704.42,11,4,0,999,23.93,0.0009,51.39,27.18
112,101.48,19.88,225903.48,55.27,169.71,1155.21,20.83,950.0,0.861,10.45,135.28,2,436.1,873.14,51.03,11633.77,2,6,1,6,20.81,0.0019,50.74,22.12
119,98.32,22.13,258877.21,51.68,241.85,1543.49,20.83,475.0,0.467,11.11,143.74,1,223.18,1018.87,50.8,11798.68,2,1,1,4,19.43,0.0009,98.32,25.19
116,88.52,24.06,247007.42,53.83,272.18,1467.28,17.44,1425.0,0.404,9.22,119.31,3,391.23,1250.11,82.56,10492.06,3,6,0,999,27.74,0.0016,29.51,25.99
71,103.63,20.23,148823.74,98.33,160.88,1925.96,16.95,475.0,0.588,4.93,63.74,1,96.76,546.99,45.37,7413.05,9,0,0,999,37.47,0.0007,103.63,23.12
32,87.7,21.38,60016.06,79.58,202.45,1316.61,21.13,950.0,0.459,2.85,36.94,2,74.76,226.61,21.43,2876.56,5,6,0,999,79.64,0.0012,43.85,23.85
103,106.77,24.66,271168.18,100.63,158.61,2064.22,16.76,1425.0,0.743,7.87,101.81,3,605.37,668.99,47.02,11241.14,8,1,0,999,36.39,0.0022,35.59,26.78
98,115.0,23.59,265830.93,49.05,177.61,1566.35,20.83,1425.0,0.555,9.15,118.37,3,398.66,1283.12,64.79,11633.9,2,5,0,999,32.84,0.0015,38.33,27.42
119,100.43,24.21,289333.77,108.2,183.4,1840.08,17.34,475.0,0.676,8.79,113.82,1,130.68,1649.31,78.2,12041.75,1,3,1,0,21.9,0.0005,100.43,28.06
82,102.16,20.7,173387.24,107.01,182.96,1364.98,18.29,1425.0,0.403,6.53,84.51,3,424.8,1151.87,38.26,8571.33,10,4,0,999,37.56,0.0025,34.05,22.99
25,93.56,24.98,58415.98,99.16,186.45,1338.4,17.05,950.0,0.351,1.8,23.32,2,85.59,330.41,10.88,2381.83,4,4,0,999,102.96,0.0015,46.78,29.43
65,83.02,19.07,102894.31,83.18,220.88,1716.97,17.34,950.0,0.862,4.8,62.17,2,161.33,414.24,33.52,5497.31,1,4,1,6,45.71,0.0016,41.51,22.65
59,92.68,21.63,118280.82,99.51,182.65,1680.07,17.44,475.0,0.567,4.69,60.68,1,77.97,352.67,39.5,5496.29,3,4,0,999,41.31,0.0007,92.68,24.33
103,88.76,21.35,195225.65,77.57,204.56,1515.49,17.05,1425.0,0.383,7.42,96.07,3,437.24,1029.14,40.87,9540.58,4,1,1,3,31.29,0.0022,29.59,25.33
53,85.92,23.59,107423.72,81.65,180.76,1627.74,21.13,950.0,0.787,4.73,61.19,2,134.38,541.36,39.07,4664.58,5,3,1,7,53.59,0.0013,42.96,25.29
46,111.28,24.36,124696.32,75.97,190.18,1231.63,17.34,475.0,0.379,3.64,47.09,1,59.29,567.1,19.67,5141.61,11,1,0,999,42.89,0.0005,111.28,28.15
18,99.68,23.12,41480.4,52.15,243.41,748.62,17.44,475.0,0.898,1.43,18.51,1,32.43,130.12,12.96,1802.68,3,5,0,999,84.4,0.0008,99.68,26.14
102,100.54,22.39,229582.09,104.25,151.32,1836.96,16.76,1425.0,0.531,7.79,100.82,3,536.07,1459.57,38.55,10575.47,8,6,0,999,34.49,0.0023,33.51,24.13
93,95.03,20.99,185518.67,96.97,172.44,1573.42,17.05,475.0,0.58,6.7,86.74,1,157.41,753.23,62.28,8879.02,4,5,0,999,24.92,0.0008,95.03,24.0
14,96.12,21.57,29028.49,100.94,252.72,909.41,18.87,950.0,0.455,1.15,14.9,2,47.23,150.89,8.13,1373.92,7,2,0,999,158.08,0.0016,48.06,26.56
58,105.22,21.57,131602.15,99.41,279.37,1812.95,17.05,1425.0,0.351,4.18,54.1,3,264.81,791.24,36.58,6283.85,4,6,0,999,62.36,0.002,35.07,24.57
63,97.24,18.14,111145.11,79.84,203.41,1351.11,21.13,1425.0,0.545,5.62,72.73,3,255.32,644.77,49.59,6264.21,5,2,0,999,48.56,0.0023,32.41,20.0
62,101.75,21.52,135761.32,97.05,233.34,1749.71,16.76,475.0,0.519,4.74,61.28,1,106.67,777.21,20.23,6352.71,8,4,0,999,41.21,0.0008,101.75,23.7
112,95.93,23.99,257776.97,50.63,240.91,2314.25,16.76,475.0,0.568,8.55,110.7,1,125.03,1398.91,41.95,10861.68,8,1,1,2,27.51,0.0005,95.93,29.09
26,94.76,22.96,56581.7,80.2,187.54,855.07,20.83,475.0,0.593,2.43,31.4,1,29.67,335.41,8.83,2481.73,2,3,0,999,61.45,0.0005,94.76,25.98
44,86.24,23.57,89442.49,50.09,172.45,1223.93,20.83,1425.0,0.678,4.11,53.15,3,148.67,576.86,24.63,3916.77,2,4,0,999,65.26,0.0017,28.75,27.02
30,81.68,20.73,50803.87,51.95,185.85,1009.37,17.44,950.0,0.344,2.38,30.86,2,103.96,267.74,21.04,2518.16,3,0,1,4,73.24,0.002,40.84,22.92
37,95.41,21.7,76612.61,80.21,245.2,1054.21,17.34,1425.0,0.517,2.93,37.88,3,176.66,319.52,12.11,3673.37,11,2,0,999,75.8,0.0023,31.8,23.71
110,97.95,18.23,196470.34,80.76,223.59,2295.55,17.05,475.0,0.818,7.93,102.59,1,159.52,1433.85,75.87,10840.67,4,6,1,5,27.95,0.0008,97.95,20.35
114,87.21,20.68,205611.38,96.49,217.09,2040.1,18.87,1425.0,0.871,9.37,121.29,3,504.87,1230.87,58.88,10229.55,7,3,1,7,33.15,0.0025,29.07,22.52
14,97.22,21.32,29020.72,81.66,216.64,1128.4,17.44,475.0,0.623,1.06,13.76,1,25.59,155.08,10.79,1367.71,6,5,0,999,135.84,0.0009,97.22,24.72
80,97.93,19.79,155015.09,80.33,179.1,1364.06,21.13,475.0,0.519,7.14,92.36,1,89.73,729.53,39.31,7895.05,5,6,0,999,26.23,0.0006,97.93,21.56
35,80.25,18.22,51172.97,76.33,186.86,1037.96,17.34,950.0,0.549,2.59,33.48,2,96.83,245.57,27.73,2857.25,1,2,0,999,64.32,0.0019,40.13,22.58
31,90.18,22.83,63830.37,80.74,204.26,1164.17,17.44,950.0,0.769,2.35,30.47,2,109.13,296.65,17.93,2828.79,6,3,0,999,77.39,0.0017,45.09,24.93
42,100.76,21.05,89061.69,105.1,164.56,1404.8,17.75,950.0,0.538,3.24,41.94,2,139.26,617.25,33.39,4287.2,12,3,1,0,62.49,0.0016,50.38,25.73
31,100.6,20.91,65206.85,53.21,232.23,998.19,17.75,475.0,0.866,2.39,30.95,1,44.49,245.17,19.09,3135.22,12,3,0,999,56.73,0.0007,100.6,24.94
64,88.27,19.75,111573.52,78.61,239.55,1413.62,17.05,950.0,0.316,4.61,59.69,2,156.72,494.09,30.28,5806.57,4,0,0,999,41.9,0.0014,44.14,21.83
120,98.77,21.76,257958.96,80.44,259.76,1380.84,18.87,950.0,0.663,9.87,127.67,2,467.15,756.94,84.2,12082.12,7,1,0,999,22.26,0.0018,49.38,23.61
75,105.68,21.07,166969.43,55.99,205.45,1103.06,17.05,1425.0,0.611,5.41,69.95,3,316.78,735.89,40.76,8082.18,4,2,0,999,37.19,0.0019,35.23,22.85
90,103.72,21.32,198991.7,103.07,174.58,1637.48,17.75,1425.0,0.57,6.94,89.87,3,507.02,709.68,40.9,9566.56,12,3,0,999,37.11,0.0025,34.57,23.87
64,96.74,22.07,136615.94,81.21,182.29,1414.39,18.87,950.0,0.585,5.26,68.09,2,227.56,759.76,34.51,6305.85,7,2,0,999,41.06,0.0017,48.37,24.9
11,93.76,18.04,18609.38,54.21,157.76,909.58,17.75,1425.0,0.395,0.85,10.98,3,61.43,69.86,8.1,1060.04,12,2,0,999,231.5,0.0033,31.25,22.6
19,92.47,24.35,42785.85,81.7,272.82,976.86,17.34,950.0,0.507,1.5,19.45,2,38.64,141.99,12.66,1774.72,11,6,0,999,120.07,0.0009,46.23,28.54
39,101.24,18.5,73037.08,108.18,291.86,1790.3,17.05,950.0,0.512,2.81,36.37,2,115.24,219.12,15.09,4046.83,4,3,1,1,80.52,0.0016,50.62,21.81
37,99.06,21.16,77543.78,97.83,193.87,1850.01,17.44,1425.0,0.695,2.81,36.37,3,139.8,200.34,26.61,3797.68,6,1,1,5,96.4,0.0018,33.02,23.19
103,102.54,19.45,205430.96,50.16,298.79,1827.94,18.87,950.0,0.658,8.47,109.59,2,262.45,1353.57,53.12,10806.01,7,0,0,999,30.36,0.0013,51.27,21.38
103,98.55,21.67,219939.96,78.9,179.69,1978.06,17.05,950.0,0.546,7.42,96.07,2,261.59,1448.05,35.17,10342.59,4,2,1,2,30.94,0.0012,49.28,25.21
104,104.05,19.96,216008.81,52.15,228.78,1876.72,18.29,950.0,0.61,8.28,107.19,2,288.98,1314.44,38.85,11070.1,10,5,1,2,29.88,0.0013,52.03,22.91
80,98.26,24.02,188810.51,78.74,199.38,2144.93,18.87,1425.0,0.643,6.58,85.11,3,338.57,1092.13,26.65,8144.93,7,6,0,999,48.1,0.0018,32.75,28.09
71,103.78,20.77,153070.88,81.1,190.34,1577.87,17.44,1425.0,0.328,5.64,73.02,3,348.05,416.48,45.32,7569.59,3,1,0,999,46.12,0.0023,34.59,22.51
